bandwidth, 1, 1, 1.439540851377133
bandwidth, 1, 2, 1.4545823374351683
bandwidth, 1, 3, 1.3888927317176796
bandwidth, 1, 4, 1.347132145527248
bandwidth, 1, 5, 1.3643842066910563
bandwidth, 1, 6, 1.400853695779535
bandwidth, 1, 7, 1.4169890020386389
bandwidth, 1, 8, 1.428630482931347
bandwidth, 1, 9, 1.4078478597551554
bandwidth, 1, 10, 1.4016345383687236
bandwidth, 1, 11, 1.384640712696929
bandwidth, 1, 12, 1.382084894396108
bandwidth, 1, 13, 1.3814149725939355
bandwidth, 1, 14, 1.3842298080683868
bandwidth, 1, 15, 1.3924115878631957
bandwidth, 1, 16, 1.4006003636240263
bandwidth, 1, 17, 1.402739500720393
bandwidth, 1, 18, 1.4099815828989963
bandwidth, 1, 19, 1.4125968805582214
bandwidth, 1, 20, 1.4181394510620453
bandwidth, 1, 21, 1.4190320385391124
bandwidth, 1, 22, 1.3950756837592535
bandwidth, 1, 23, 1.3966209194000392
bandwidth, 1, 24, 1.3972875305765826
bandwidth, 1, 25, 1.3990594075365772
bandwidth, 1, 26, 1.397924178324812
bandwidth, 1, 27, 1.397873501295839
bandwidth, 1, 28, 1.3962137643282275
bandwidth, 1, 29, 1.4004924827718825
bandwidth, 1, 30, 1.415292008470529
bandwidth, 1, 31, 1.4176516881699222
bandwidth, 1, 32, 1.41577371872365
bandwidth, 1, 33, 1.418000791436171
bandwidth, 1, 34, 1.4212902132550747
bandwidth, 1, 35, 1.4225339159113273
bandwidth, 1, 36, 1.4252036610663825
bandwidth, 1, 37, 1.425952431470697
bandwidth, 1, 38, 1.4289011721125227
bandwidth, 1, 39, 1.428578412411692
bandwidth, 1, 40, 1.4282127943154483
bandwidth, 1, 41, 1.4278818599887793
bandwidth, 1, 42, 1.4288310697800202
bandwidth, 1, 43, 1.4198807427710187
bandwidth, 1, 44, 1.4225733952519182
bandwidth, 1, 45, 1.4247535390405777
bandwidth, 1, 46, 1.427742250642127
bandwidth, 1, 47, 1.429092201845309
bandwidth, 1, 48, 1.4180177943460481
bandwidth, 1, 49, 1.4183638678210062
bandwidth, 1, 50, 1.418784508775503
bandwidth, 1, 51, 1.4188054524468827
bandwidth, 1, 52, 1.4193229136777896
bandwidth, 1, 53, 1.41891028826322
bandwidth, 1, 54, 1.4191074409532738
bandwidth, 1, 55, 1.420582881745755
bandwidth, 1, 56, 1.4219452167704543
bandwidth, 1, 57, 1.4127340494704097
bandwidth, 1, 58, 1.413340200731295
bandwidth, 1, 59, 1.4149583767759475
bandwidth, 1, 60, 1.405817244933953
bandwidth, 1, 61, 1.4050920376983216
bandwidth, 1, 62, 1.406258738784959
bandwidth, 1, 63, 1.4072472761679797
bandwidth, 1, 64, 1.4070951115306485
bandwidth, 1, 65, 1.4002386354619611
bandwidth, 1, 66, 1.4019244522599044
bandwidth, 1, 67, 1.4031293793029167
bandwidth, 1, 68, 1.4040420638078588
bandwidth, 1, 69, 1.404596032172807
bandwidth, 1, 70, 1.40516947484246
bandwidth, 1, 71, 1.406190223264103
bandwidth, 1, 72, 1.4068379683840149
bandwidth, 1, 73, 1.4076669853063246
bandwidth, 1, 74, 1.4084738086993278
bandwidth, 1, 75, 1.4101947031465214
bandwidth, 1, 76, 1.410070596003271
bandwidth, 1, 77, 1.4099725222773476
bandwidth, 1, 78, 1.410077880496945
bandwidth, 1, 79, 1.409667992613216
bandwidth, 1, 80, 1.410845013196804
bandwidth, 1, 81, 1.4117638595658852
bandwidth, 1, 82, 1.4113020019138658
bandwidth, 1, 83, 1.4111573868230531
bandwidth, 1, 84, 1.410805008466165
bandwidth, 1, 85, 1.4116121048391284
bandwidth, 1, 86, 1.4124499247413431
bandwidth, 1, 87, 1.4152733430950246
bandwidth, 1, 88, 1.4170032825051435
bandwidth, 1, 89, 1.417147010229496
bandwidth, 1, 90, 1.4169047299998578
